name,pos,scale,Rotation,,,,,,
Tx_Box(Clone),-22.26,1,-24.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-23.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-22.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-21.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-20.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-19.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-18.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-17.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-16.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-15.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-14.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-13.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-12.5,1,1,1,0,0,0
Tx_Box(Clone),-22.26,1,-11.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-25.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-24.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-23.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-22.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-21.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-20.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-19.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-18.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-17.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-16.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-15.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-14.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-13.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-12.5,1,1,1,0,0,0
Tx_Box(Clone),-21.26,1,-11.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-25.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-24.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-23.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-22.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-21.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-20.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-19.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-18.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-17.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-16.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-15.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-14.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-13.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-12.5,1,1,1,0,0,0
Tx_Box(Clone),-20.26,1,-11.5,1,1,1,0,0,0
Tx_Box(Clone),-7.485,0.197,25.49,1,1,1,0,0,5.934119
Cube,-7.485,0.197,25.49,1,1,1,0,0,5.934119
Cube,-21.26,1,-18.5,3,1,15,0,0,0
Cube,11.695,2.863,-18.52,1,1,1,0,0,5.934119
ObjRock,7,1,-6.7,1,1,1,0,0,0
ObjRock,17.42,2,-23.11,1,1,1,0,0,0
maguma,-14.26,1,-15.01,1,1,1,0,0,0
ObjRock,16.27,2,-26.72,1,1,1,0,0,0
Cube,-2.73,1,-20.52,5,1,5,0,0,0
Cube,12.81966,1.178,-29.49,1,1,1,0,0,5.934119
Cube,10.94866,1.86,-29.49,1,1,1,0,0,5.934119
Cube,12.57,1,-12.6,10,1,3,0,0,0
ObjRock,-8.23,1,-11.28,1,1,1,0,0,0
Cube,-14.326,0.53,-8.79,1,1,1,0,0,5.934119
Player,7.51,1,6.79,1,1,1,0,0,0
Cube,-14.39,1.86,-26.49,1,1,1,0,0,5.934119
stage,0,0,0,100,1,100,0,0,0
Cube,-14.95,2,-23.13,10,1,6,0,0,0
Cube,12.90866,3,-21.52,5,1,5,0,0,0
Cube,-9.34,0.87,25.49,1,1,1,0,0,5.934119
Cube,2.43,1,-12.36,8,1,3,0,0,0
Cube,-9.22,1,14.59,3,1,15,0,0,0
Cube,-10.12866,1,25.49,1,1,1,0,0,0
Cube,-12.43,3,14.57,5,1,5,0,0,0
Cube,-14.39,1.86,6.599999,1,1,1,0,0,5.934119
Cube,10.90634,2.993,-18.52,1,1,1,0,0,0
Cube,-8.401,0.53,25.49,1,1,1,0,0,5.934119
Cube,12.55,1,-30.44,10,1,3,0,0,0
ObjRock,3.58,1,-14.95,1,1,1,0,0,0
Cube,-14.95,2,14.57,10,1,15,0,0,0
ObjRock,17.42,2,-25.25,1,1,1,0,0,0
Cube,7.8,1,-21.5,1,1,15,0,0,0
Cube,-13.41,0.197,-8.79,1,1,1,0,0,5.934119
ObjRock,15.9,2,-25.25,1,1,1,0,0,0
Cube,10.16,2,-29.49,1,1,1,0,0,0
Cube,-12.519,1.178,-26.49,1,1,1,0,0,5.934119
ObjRock,-0.76,1,-17.18,1,1,1,0,0,0
Cube,-21.26,1,14.59,3,1,15,0,0,0
ObjRock,-20.74,2,-26.72,1,1,1,0,0,0
Cube,-15.17866,1,-27.44,15,1,3,0,0,0
ObjRock,-9.64,1,-17.18,1,1,1,0,0,0
Cube,13.55,2.19,-18.52,1,1,1,0,0,5.934119
Cube,-12.519,1.178,6.599999,1,1,1,0,0,5.934119
Cube,-19.62,1,-9.6,6,1,3,0,0,0
Tx_Box,11.57272,-12.21,-27.34,1,1,1,0,0,0
Cube,16.11866,1,-21.5,3,1,15,0,0,0
ObjRock,-9.64,2,-26.72,1,1,1,0,0,0
Gole,17.6,1.29,7.32,2,2,2,0,0,0
Cube,-10.47,1,-24.48,1,1,3,0,0,0
maguma,-10.72,1,-3.04,1,1,1,0,0,0
Cube,-16.05366,1,-8.79,1,1,1,0,0,0
Cube,12.634,2.523,-18.52,1,1,1,0,0,5.934119
Cube,-13.457,1.518,-26.49,1,1,1,0,0,5.934119
Cube,-15.17866,1,5.65,15,1,3,0,0,0
Cube,-15.17866,2,-26.49,1,1,1,0,0,0
ObjRock,-11.58,2,-26.72,1,1,1,0,0,0
Cube,-12.56,1,-21.5,15,1,3,0,0,0
Cube,-15.17866,2,6.599999,1,1,1,0,0,0
Cube,-13.457,1.518,6.6,1,1,1,0,0,5.934119
Cube,11.88166,1.518,-29.49,1,1,1,0,0,5.934119
Cube,-15.265,0.87,-8.79,1,1,1,0,0,5.934119
Cube,-15.17866,1,23.49,15,1,3,0,0,0
Cube,11.27,2,-21.52,8,1,15,0,0,0
